09300000;33;40;145;61;226;126;5;110;237
09300005;65;234;40;95;42;116;130;3;187
09300010;33;79;218;147;62;138;175;85;146
09300015;33;129;219;218;11;154;27;70;161
09300020;97;169;239;167;54;94;218;219;217
09300025;33;254;91;196;216;37;43;43;15
09300030;65;200;195;44;50;177;96;46;112
09300035;33;59;32;79;116;44;26;221;95
09300040;34;216;124;226;193;44;109;120;198
09300045;34;72;203;106;9;36;67;160;219
09300050;33;78;153;182;91;73;138;112;236
09300055;65;157;105;88;137;179;231;41;123
09300100;33;139;104;44;184;119;113;113;170
09300105;34;250;95;159;52;146;168;175;242
09300110;97;136;190;52;85;251;145;81;255
09300115;33;237;49;142;136;2;17;140;30
09300120;65;61;76;18;44;151;4;14;228
09300125;33;99;119;83;170;173;13;224;250
09300130;34;84;86;53;169;190;204;169;78
09300135;34;140;28;203;117;58;58;118;39
09300140;33;119;83;138;94;148;32;147;29
09300145;65;103;145;102;169;7;7;195;157
09300150;33;67;179;50;119;39;165;49;119
09300155;33;236;227;145;192;199;183;13;76
09300200;97;4;178;143;205;50;33;71;107
09300205;33;175;199;53;37;28;74;122;252
09300210;65;191;127;134;195;152;179;34;206
09300215;33;171;92;26;88;75;193;121;144
09300220;66;71;60;219;66;79;176;195;2
09300225;33;151;105;215;243;255;180;125;88
09300230;66;85;95;182;148;93;78;160;126
09300235;65;164;122;232;95;187;237;123;91
09300240;33;182;85;148;233;115;87;29;216
09300245;33;120;46;235;118;181;4;243;233
09300250;97;11;156;233;115;42;23;75;118
09300255;34;52;129;247;250;76;239;185;211
09300300;65;194;75;63;155;155;170;220;123
09300305;33;247;120;15;46;113;169;91;125
09300310;34;174;243;173;218;205;108;242;208
09300315;34;54;15;216;203;228;139;194;178
09300320;34;53;81;252;46;225;241;161;114
09300325;65;195;91;217;134;11;79;207;94
09300330;66;140;133;21;167;89;12;45;253
09300335;33;36;64;101;145;201;130;91;109
09300340;97;133;78;81;203;127;68;203;246
09300345;66;255;122;165;166;61;108;66;99
09300350;65;173;56;170;45;217;140;70;142
09300355;33;89;139;181;153;80;214;79;121
09300400;33;97;145;61;233;240;167;191;188
09300405;33;194;170;26;158;10;16;72;255
09300410;33;59;7;201;136;5;209;105;182
09300415;65;10;243;204;118;184;166;185;78
09300420;33;67;22;230;66;163;107;191;36
09300425;33;158;225;29;102;179;246;170;47
09300430;97;181;101;171;63;166;71;214;198
09300435;33;2;73;137;80;242;7;158;22
09300440;65;110;60;255;20;201;78;45;41
09300445;33;96;132;255;104;11;191;78;165
09300450;33;220;89;76;69;169;202;107;78
09300455;33;41;228;132;42;44;228;0;200
09300500;33;216;209;32;35;80;179;40;133
09300505;65;226;15;10;47;116;43;3;60
09300510;33;35;172;41;137;221;109;183;89
09300515;33;119;226;109;15;22;30;203;43
09300520;97;129;230;86;219;153;6;99;94
09300525;33;87;108;118;98;133;65;224;56
09300530;65;31;145;83;177;56;250;225;157
09300535;33;202;169;27;69;103;14;192;87
09300540;33;119;111;98;25;16;227;16;3
09300545;33;189;140;101;74;129;96;95;133
09300550;33;27;111;150;131;203;14;146;24
09300555;65;129;12;156;15;174;10;164;237
09300600;33;199;139;81;40;245;125;99;159
09300600;33;182;195;26;72;207;46;49;224
09300605;97;30;181;210;254;104;152;221;218
09300610;33;239;78;126;128;247;148;60;220
09300615;65;72;67;233;199;58;255;239;233
09300620;33;90;168;60;51;181;87;96;194
09300625;33;135;209;171;16;196;128;109;76
09300630;33;244;84;168;34;14;170;35;16
09300635;33;45;72;189;10;24;139;167;86
09300640;65;97;174;153;228;205;185;106;78
09300645;33;132;94;187;145;193;223;188;71
09300650;33;39;26;211;200;83;34;20;183
09300655;97;12;19;165;218;250;156;13;21
09300700;33;73;208;89;193;133;101;77;217
09300705;65;160;205;217;108;122;83;62;90
09300710;33;94;149;204;28;78;100;116;105
09300715;33;47;64;110;218;71;40;144;23
09300720;33;22;126;140;168;200;199;24;40
09300725;33;159;133;224;86;230;119;73;26
09300730;65;183;92;16;136;16;250;151;216
09300735;33;236;219;2;109;17;100;33;147
09300740;33;33;141;117;214;19;102;237;195
09300745;97;41;79;21;192;179;34;201;112
09300750;33;10;232;151;85;168;162;143;129
09300755;65;82;79;116;15;221;141;27;164
09300800;33;176;224;76;29;11;175;173;106
09300805;33;4;219;163;195;168;139;118;218
09300810;33;187;213;181;161;166;76;119;106
09300815;33;19;4;86;223;109;11;136;140
09300820;65;19;149;28;184;40;206;170;58
09300825;33;235;14;7;31;189;236;191;148
09300830;33;156;205;10;91;234;64;171;62
09300835;97;253;207;168;28;121;7;3;230
09300840;33;242;82;125;254;239;184;238;104
09300845;65;1;146;89;198;91;205;160;193
09300850;33;67;95;157;67;192;1;22;196
09300855;33;22;143;201;3;121;8;211;225
09300900;33;247;86;41;80;87;195;219;222
09300905;33;147;216;241;212;90;243;253;178
09300910;65;229;31;225;1;3;164;179;228
09300915;33;58;249;193;158;90;240;91;104
09300920;33;165;27;30;153;244;195;67;130
09300925;97;3;201;155;6;35;175;156;114
09300930;33;252;51;74;178;63;54;47;167
09300935;65;237;123;221;64;98;116;233;169
09300940;33;107;82;210;98;2;40;149;196
09300945;33;190;209;29;218;244;12;80;246
09300950;33;210;104;225;127;115;55;112;23
09300955;33;170;99;240;174;206;211;86;33
09301000;65;245;85;106;240;175;224;57;175
09301005;33;231;49;34;255;52;150;147;231
09301010;33;239;138;37;30;184;84;50;252
09301015;97;56;152;56;29;248;134;239;74
09301020;33;196;206;202;224;13;101;223;244
09301025;65;213;84;120;107;83;133;151;202
09301030;33;114;114;163;139;176;45;20;171
09301035;33;0;253;147;225;158;14;161;177
09301040;33;166;125;241;68;227;173;239;22
09301045;33;50;226;252;170;174;57;4;207
09301050;65;129;246;157;98;131;223;42;147
09301055;33;17;212;18;99;123;114;129;135
09301100;33;159;103;185;211;84;124;212;195
09301105;97;103;153;107;15;109;192;143;161
09301110;33;128;23;149;92;29;91;35;200
09301115;65;214;128;194;154;23;143;241;250
09301120;33;237;10;204;75;201;74;160;207
09301125;33;97;241;102;210;249;223;72;249
09301130;33;4;80;88;138;182;103;38;144
09301135;33;0;164;188;46;130;8;0;7
09301140;65;48;85;149;188;63;25;116;146
09301145;33;175;146;145;108;67;121;173;223
09301150;33;48;180;195;165;154;172;61;198
09301155;97;100;129;247;175;216;155;160;20
09301200;33;249;115;132;131;9;29;24;54
09301200;65;9;14;46;129;24;171;14;146
09301205;33;56;163;215;4;126;24;64;102
09301210;33;218;137;0;133;104;66;126;232
09301215;33;27;67;38;155;166;58;254;210
09301220;33;29;116;52;168;126;192;110;176
09301225;65;154;15;53;96;98;75;19;112
09301230;33;198;142;196;152;11;3;21;147
09301235;33;161;14;87;9;183;10;73;244
09301240;97;225;232;75;191;71;152;242;169
09301245;33;159;22;183;51;141;194;116;213
09301250;65;180;1;241;236;223;190;226;73
09301255;33;237;254;54;75;91;62;236;15
09301300;33;105;128;38;158;99;54;189;41
09301305;33;131;43;36;62;96;71;62;60
09301310;33;25;33;233;202;204;192;129;175
09301315;65;138;143;182;68;86;231;122;216
09301320;33;126;163;1;70;215;32;61;61
09301325;33;226;22;85;171;68;145;161;80
09301330;97;135;171;236;57;172;204;249;196
09301335;33;234;195;249;37;164;53;188;164
09301340;65;163;93;93;28;182;64;32;165
09301345;33;121;203;173;247;219;200;231;229
09301350;33;177;74;44;130;42;162;29;69
09301355;33;170;196;239;172;37;170;27;201
09301400;33;61;63;58;98;135;160;59;156
09301405;65;80;167;34;53;226;148;84;249
09301410;33;4;19;7;5;109;144;246;124
09301415;33;132;102;0;156;16;216;162;43
09301420;97;18;108;180;58;146;58;44;131
09301425;33;119;32;138;8;196;109;107;63
09301430;65;116;113;171;175;7;246;225;254
09301435;33;120;64;63;88;76;180;209;138
09301440;33;177;127;65;135;219;52;134;8
09301445;33;94;251;8;62;95;179;98;108
09301450;33;211;231;197;24;158;155;255;232
09301455;65;74;121;248;100;206;93;127;140
09301500;33;199;140;112;111;238;59;138;104
09301505;33;232;6;39;147;107;218;81;83
09301510;97;28;236;133;118;200;207;139;182
09301515;33;240;186;15;163;128;13;170;21
09301520;65;141;134;50;95;18;27;191;170
09301525;33;245;35;126;84;45;203;87;181
09301530;33;161;208;224;224;167;176;109;172
09301535;33;66;101;226;62;233;96;235;200
09301540;33;150;179;82;204;109;60;113;20
09301545;65;152;78;47;100;91;245;130;110
09301550;33;153;228;85;111;136;111;141;81
09301555;33;125;129;165;182;141;59;62;220
09301600;97;195;156;123;194;205;208;246;17
09301605;33;172;47;241;30;29;132;252;157
09301610;65;64;116;178;71;216;208;125;245
09301615;33;169;195;231;171;33;255;107;128
09301620;33;167;93;167;149;61;34;61;144
09301625;33;191;251;69;107;173;146;176;120
09301630;33;249;155;119;23;124;44;241;231
09301635;65;151;61;34;254;250;241;32;204
09301640;33;196;73;35;39;108;76;13;196
09301645;33;98;10;156;73;42;153;205;150
09301650;97;238;122;172;240;109;121;20;36
09301655;33;194;158;251;97;47;145;216;101
09301700;65;109;65;123;30;3;190;138;133
09301705;33;63;208;136;80;94;53;90;237
09301710;33;193;197;246;44;32;115;153;156
09301715;33;153;235;92;196;38;246;168;215
09301720;33;253;227;158;63;40;135;245;39
09301725;65;237;243;254;123;84;222;115;120
09301730;33;195;80;183;118;126;217;69;175
09301735;33;226;34;49;90;215;120;237;128
09301740;97;159;251;107;197;246;152;85;240
09301745;33;221;18;77;243;36;237;54;249
09301750;65;12;185;30;63;82;180;81;54
09301755;33;35;4;100;78;45;43;0;81
09301800;33;215;246;89;182;44;104;202;151
09301800;33;204;204;135;35;8;103;144;72
09301805;33;92;232;127;157;213;87;249;144
09301810;65;70;172;121;86;233;81;74;239
09301815;33;123;193;75;156;161;77;203;255
09301820;33;151;212;154;96;197;193;242;113
09301825;97;162;145;64;222;166;80;127;220
09301830;33;42;57;240;182;78;168;156;135
09301835;65;168;63;164;218;137;252;71;176
09301840;33;163;213;224;233;163;122;98;242
09301845;33;105;228;131;114;226;91;27;128
09301850;33;232;90;4;90;173;191;169;104
09301855;33;135;57;26;74;169;66;202;252
09301900;65;167;85;156;191;106;217;152;33
09301905;33;213;165;179;211;212;126;65;14
09301910;33;10;238;166;235;158;2;37;240
09301915;97;170;249;225;232;222;251;76;43
09301920;33;227;150;228;237;88;120;125;189
09301925;65;125;39;19;48;4;116;35;177
09301930;33;50;174;112;62;197;34;17;53
09301935;33;28;166;141;3;234;165;80;73
09301940;33;230;125;195;178;69;226;7;255
09301945;33;222;56;104;4;240;249;22;137
09301950;65;7;253;138;80;27;128;185;154
09301955;33;92;18;33;239;236;155;43;187
09302000;33;52;249;83;21;139;87;254;14
09302005;97;169;110;238;151;33;180;120;34
09302010;33;13;90;88;81;95;41;122;37
09302015;65;22;125;41;156;136;161;158;239
09302020;33;23;205;24;154;99;121;1;100
09302025;33;153;41;170;50;67;114;80;32
09302030;33;22;163;232;233;113;105;178;246
09302035;33;142;63;151;60;176;1;161;10
09302040;65;89;26;3;223;158;35;100;159
09302045;33;239;220;233;11;135;194;99;198
09302050;33;84;222;2;179;95;192;91;224
09302055;97;54;33;117;121;107;138;234;5
09302100;33;250;54;15;246;225;81;1;155
09302105;65;181;138;73;86;80;31;145;54
09302110;33;147;219;32;114;29;3;46;20
09302115;33;28;43;199;117;41;177;246;163
09302120;33;113;57;215;128;160;91;185;134
09302125;33;164;87;82;113;188;34;50;68
09302130;65;198;162;205;156;22;3;203;240
09302135;33;176;61;141;217;154;159;1;137
09302140;33;159;19;89;91;169;94;24;241
09302145;97;60;249;11;123;12;151;42;106
09302150;33;94;211;128;93;169;188;210;27
09302155;65;9;152;154;216;79;94;74;172
09302200;33;128;12;177;203;96;2;126;20
09302205;33;148;201;211;8;153;140;108;166
09302210;33;58;251;35;247;111;106;89;134
09302215;33;110;182;125;151;8;248;51;39
09302220;65;199;152;108;202;137;155;58;249
09302225;33;51;146;162;64;236;113;199;150
09302230;33;151;165;83;108;129;14;252;219
09302235;97;34;194;142;170;28;232;42;163
09302240;33;248;123;60;117;109;152;190;43
09302245;65;85;30;3;132;89;218;230;248
09302250;33;82;168;25;237;139;40;247;197
09302255;33;5;19;163;252;170;38;108;129
09302300;33;243;172;231;172;107;114;56;181
09302305;33;221;157;151;213;12;204;130;230
09302310;65;248;174;175;84;243;160;63;86
09302315;33;126;149;207;68;129;60;163;247
09302320;33;54;37;107;231;192;3;87;129
09302325;97;65;219;67;78;139;188;179;175
09302330;33;23;124;37;211;140;80;187;248
09302335;65;47;49;174;160;146;53;161;14
09302340;33;147;13;21;130;0;232;170;121
09302345;33;31;149;201;57;161;232;95;60
09302350;33;115;251;252;64;209;41;37;153
09302355;33;159;218;86;80;115;243;85;82
09302400;65;36;155;75;104;98;45;68;245
09302400;33;247;0;69;70;96;245;152;8
09302405;33;233;189;138;241;116;223;105;210
09302410;97;148;50;182;110;234;118;128;178
09302415;33;238;88;115;129;19;20;9;223
09302420;65;154;106;70;105;47;46;81;31
09302425;33;96;114;127;237;207;153;175;150
09302430;33;185;75;155;176;199;217;221;174
09302435;33;20;49;137;134;14;128;27;56
09302440;33;246;95;169;253;165;255;202;253
09302445;65;137;49;71;85;218;171;110;202
09302450;33;191;123;172;173;81;235;11;44
09302455;33;234;219;252;142;229;124;89;108
09302500;97;200;239;22;126;65;98;240;144
09302505;33;154;170;12;209;97;154;212;79
09302510;65;33;146;57;72;229;155;12;99
09302515;33;27;31;54;229;125;28;21;3
09302520;33;190;196;248;214;225;120;180;201
09302525;33;35;22;144;164;124;185;185;59
09302530;33;141;195;113;0;6;63;158;232
09302535;65;188;151;80;131;70;110;154;95
09302540;33;65;217;14;182;65;255;2;245
09302545;33;251;126;25;122;214;203;192;95
09302550;198;67;41;164;161;120;82;43;81
09302555;198;11;247;41;205;137;74;9;245
09302600;198;21;62;120;166;150;248;189;164
09302605;33;72;66;193;112;213;248;193;218
09302610;33;86;94;131;127;239;213;47;90
09302615;33;140;246;226;217;231;225;224;54
09302620;33;198;113;209;38;158;193;43;248
09302625;65;54;64;133;232;99;50;106;200
09302630;198;75;114;218;5;100;2;200;131
09302635;198;103;228;142;115;219;56;184;196
09302640;198;81;47;136;196;45;86;148;202
09302645;198;114;140;68;9;178;223;161;247
09302650;198;2;86;113;228;9;0;150;31
09302655;257;154;228;198;229;15;219;230;148
09302700;257;205;161;185;43;50;73;68;138
